sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
RR034H_275_watera_S273,45351,Nematostella,Nematostella vectensis,,0,0,-100,3,11.8540529,99
RR034H_275_watera_S273,46255,Weissella,Weissella,,6,23.7081058,2.3266345,0,0,-100
RR034H_275_watera_S273,47420,Hydrogenophaga,Hydrogenophaga,,1,3.951351,-0.2633652,1,3.951351,-0.2478429
RR034H_275_watera_S273,47715,Lactobacillus,Lactobacillus rhamnosus,,0,0,-100,7,27.6594568,13.0895779
RR034H_275_watera_S273,47770,Lactobacillus,Lactobacillus crispatus,,0,0,-100,6,23.7081058,0.3460664
RR034H_275_watera_S273,47850,Micromonospora,Micromonospora aurantiaca,,5,19.7567548,99,0,0,-100
RR034H_275_watera_S273,47877,Pseudomonas,Pseudomonas amygdali,,0,0,-100,10,39.5135097,0.2161237
RR034H_275_watera_S273,47878,Pseudomonas,Pseudomonas azotoformans,,2,7.9027019,1.3372262,0,0,-100
RR034H_275_watera_S273,47883,Pseudomonas,Pseudomonas synxantha,,10,39.5135097,20.7141288,0,0,-100
RR034H_275_watera_S273,47920,Acidovorax,Acidovorax delafieldii,,0,0,-100,7,27.6594568,3.0323634
RR034H_275_watera_S273,48736,Ralstonia,Ralstonia,,57,225.2270051,-0.225165,45,177.8107935,-0.2298116
RR034H_275_watera_S273,51019,Aspergillus,Aspergillus heteromorphus,,0,0,-100,7,27.6594568,100
RR034H_275_watera_S273,51201,Streptomyces,Streptomyces griseocarneus,,0,0,-100,33,130.3945819,100
RR034H_275_watera_S273,52770,Actinomyces,Actinomyces hordeovulneris,,0,0,-100,15,59.2702645,2.578757
RR034H_275_watera_S273,52972,Polaromonas,Polaromonas,,2,7.9027019,-0.0679134,0,0,-100
RR034H_275_watera_S273,53335,Pantoea,Pantoea,,6,23.7081058,5.6981641,0,0,-100
RR034H_275_watera_S273,53408,Pseudomonas,Pseudomonas citronellolis,,2,7.9027019,0.5523008,2,7.9027019,31.2357124
RR034H_275_watera_S273,53457,Janibacter,Janibacter,,2,7.9027019,0.6880833,1,3.951351,0.3233185
RR034H_275_watera_S273,53634,Acidimicrobium,Acidimicrobium,,9,35.5621587,30.0846292,0,0,-100
RR034H_275_watera_S273,53635,Acidimicrobium,Acidimicrobium ferrooxidans,,9,35.5621587,30.144081,0,0,-100
RR034H_275_watera_S273,54066,Xylophilus,Xylophilus,,0,0,-100,4,15.8054039,1.8815565
RR034H_275_watera_S273,54298,Chroococcidiopsis,Chroococcidiopsis,,59,233.129707,0.6372616,0,0,-100
RR034H_275_watera_S273,55193,Malassezia,Malassezia,,36,142.2486348,0.2208128,6,23.7081058,-0.1964407
RR034H_275_watera_S273,55518,Magnetospirillum,Magnetospirillum gryphiswaldense,,0,0,-100,92,363.524289,1.7180177
RR034H_275_watera_S273,57077,Dicrocoelium,Dicrocoelium,,3,11.8540529,100,0,0,-100
RR034H_275_watera_S273,57078,Dicrocoelium,Dicrocoelium dendriticum,,3,11.8540529,100,0,0,-100
RR034H_275_watera_S273,57493,Kocuria,Kocuria,,8,31.6108077,-0.0370793,0,0,-100
RR034H_275_watera_S273,57577,Trifolium,Trifolium pratense,,0,0,-100,1,3.951351,100
RR034H_275_watera_S273,59405,Thauera,Thauera aromatica,,3,11.8540529,99,0,0,-100
RR034H_275_watera_S273,59732,Chryseobacterium,Chryseobacterium,,13,51.3675626,-0.0688642,0,0,-100
RR034H_275_watera_S273,59748,Candidatus Phytoplasma,Candidatus Phytoplasma australiense,,0,0,-100,1,3.951351,66.4443335
RR034H_275_watera_S273,60552,Burkholderia,Burkholderia vietnamiensis,,0,0,-100,1,3.951351,0.6641336
RR034H_275_watera_S273,62140,Acidiphilium,Acidiphilium multivorum,,0,0,-100,4,15.8054039,12.9169
RR034H_275_watera_S273,63132,Geitlerinema,Geitlerinema,,0,0,-100,1,3.951351,3.4212993
RR034H_275_watera_S273,65047,Mitsuaria,Mitsuaria,,1,3.951351,-0.2757704,1,3.951351,-0.2175382
RR034H_275_watera_S273,67581,Streptomyces,Streptomyces viridosporus,,0,0,-100,7,27.6594568,4.9813655
RR034H_275_watera_S273,68287,Mesorhizobium,Mesorhizobium,,0,0,-100,4,15.8054039,-0.1733525
RR034H_275_watera_S273,68288,Cyclobacterium,Cyclobacterium,,8,31.6108077,6.1416453,0,0,-100
RR034H_275_watera_S273,68895,Cupriavidus,Cupriavidus basilensis,,1,3.951351,-0.0924925,0,0,-100
RR034H_275_watera_S273,69392,Stenotrophomonas,Stenotrophomonas sp.,,9,35.5621587,99,0,0,-100
RR034H_275_watera_S273,74313,Brevundimonas,Brevundimonas subvibrioides,,67,264.7405148,99,0,0,-100
RR034H_275_watera_S273,74426,Collinsella,Collinsella aerofaciens,,0,0,-100,38,150.1513367,99
RR034H_275_watera_S273,75984,Mannheimia,Mannheimia,,20,79.0270193,21.4090618,4,15.8054039,17.821463
RR034H_275_watera_S273,75985,Mannheimia,Mannheimia haemolytica,,0,0,-100,4,15.8054039,20.0243203
RR034H_275_watera_S273,76489,Clostridium,Clostridium acetireducens,,0,0,-100,1,3.951351,2.1297413
RR034H_275_watera_S273,76731,Roseateles,Roseateles depolymerans,,13,51.3675626,-0.0825909,12,47.4162116,2.9998909
RR034H_275_watera_S273,76775,Malassezia,Malassezia restricta,,28,110.6378271,2.444193,0,0,-100
RR034H_275_watera_S273,76777,Malassezia,Malassezia sympodialis,,6,23.7081058,-0.119368,1,3.951351,-0.1127287
RR034H_275_watera_S273,76947,Sphingobium,Sphingobium herbicidovorans,,10,39.5135097,25.7437011,0,0,-100
RR034H_275_watera_S273,77133,"",uncultured bacterium,,487,1924.3079209,7.5473393,18,71.1243174,0.1539402
RR034H_275_watera_S273,80865,Delftia,Delftia,,2965,11715.7556168,6.4596587,2354,9301.4801761,68.4536241
RR034H_275_watera_S273,80866,Delftia,Delftia acidovorans,,1639,6476.2642347,92.7213763,1731,6839.7885237,99
RR034H_275_watera_S273,80867,Acidovorax,Acidovorax avenae,,1,3.951351,-0.0641811,6,23.7081058,44.1074927
RR034H_275_watera_S273,80880,Hylemonella,Hylemonella gracilis,,0,0,-100,2,7.9027019,2.7247037
RR034H_275_watera_S273,81055,Wolfiporia,Wolfiporia,,5,19.7567548,5.3591745,0,0,-100
RR034H_275_watera_S273,81056,Wolfiporia,Wolfiporia cocos,,5,19.7567548,5.3591745,0,0,-100
RR034H_275_watera_S273,83262,Mycobacteroides,Mycobacteroides immunogenum,,1,3.951351,-0.1291946,0,0,-100
RR034H_275_watera_S273,83618,Pseudoxanthomonas,Pseudoxanthomonas,,0,0,-100,7,27.6594568,4.8083214
RR034H_275_watera_S273,84406,Virgibacillus,Virgibacillus,,0,0,-100,1,3.951351,0.2036549
RR034H_275_watera_S273,84590,Taylorella,Taylorella asinigenitalis,,0,0,-100,5,19.7567548,0.850582
RR034H_275_watera_S273,85404,Mannheimia,Mannheimia varigena,,16,63.2216155,42.129806,0,0,-100
RR034H_275_watera_S273,85413,Bosea,Bosea,,3,11.8540529,-0.050675,0,0,-100
RR034H_275_watera_S273,85698,Achromobacter,Achromobacter xylosoxidans,,5,19.7567548,-0.0803395,3,11.8540529,1.7504416
RR034H_275_watera_S273,87883,Burkholderia,Burkholderia multivorans,,4,15.8054039,2.3198338,8,31.6108077,1.6998833
RR034H_275_watera_S273,88688,Caulobacter,Caulobacter segnis,,5,19.7567548,-0.1096576,0,0,-100
RR034H_275_watera_S273,88728,Pinus,Pinus koraiensis,,0,0,-100,4,15.8054039,99
RR034H_275_watera_S273,90270,Xanthomonas,Xanthomonas gardneri,,4,15.8054039,2.3130024,0,0,-100
RR034H_275_watera_S273,92793,Aquabacterium,Aquabacterium,,0,0,-100,5,19.7567548,0.104725
RR034H_275_watera_S273,92942,Nostoc,Nostoc linckia,,0,0,-100,1,3.951351,99
RR034H_275_watera_S273,93681,Roseateles,Roseateles,,13,51.3675626,-0.0830852,20,79.0270193,0.604354
RR034H_275_watera_S273,93758,Corchorus,Corchorus,,0,0,-100,6,23.7081058,3.5618581
RR034H_275_watera_S273,93759,Corchorus,Corchorus olitorius,,0,0,-100,6,23.7081058,5.3328353
RR034H_275_watera_S273,95485,Burkholderia,Burkholderia stabilis,,10,39.5135097,13.4250125,0,0,-100
RR034H_275_watera_S273,95486,Burkholderia,Burkholderia cenocepacia,,0,0,-100,15,59.2702645,5.6861879
RR034H_275_watera_S273,96344,Cupriavidus,Cupriavidus oxalaticus,,0,0,-100,5,19.7567548,17.7423152
RR034H_275_watera_S273,99157,Hammondia,Hammondia,,14,55.3189135,3.6922127,8,31.6108077,4.0783241
RR034H_275_watera_S273,99158,Hammondia,Hammondia hammondi,,14,55.3189135,3.6922127,8,31.6108077,4.0783241
RR034H_275_watera_S273,99479,Tetrasphaera,Tetrasphaera,,0,0,-100,1,3.951351,0.6388712
RR034H_275_watera_S273,101571,Burkholderia,Burkholderia ubonensis,,0,0,-100,2,7.9027019,-0.1294601
RR034H_275_watera_S273,101689,Tetrasphaera,Tetrasphaera elongata,,0,0,-100,1,3.951351,1.0872225
RR034H_275_watera_S273,102106,Collinsella,Collinsella,,0,0,-100,38,150.1513367,99
RR034H_275_watera_S273,104099,Acetobacter,Acetobacter orleanensis,,0,0,-100,6,23.7081058,4.0394374
RR034H_275_watera_S273,105219,Ralstonia,Ralstonia mannitolilytica,,6,23.7081058,-0.0792037,1,3.951351,-0.1062321
RR034H_275_watera_S273,105560,Methylibium,Methylibium petroleiphilum,,3,11.8540529,-0.2169143,1,3.951351,0.7276383
RR034H_275_watera_S273,105841,Anaerostipes,Anaerostipes caccae,,0,0,-100,5,19.7567548,4.8101713
RR034H_275_watera_S273,106588,Pseudoflavonifractor,Pseudoflavonifractor capillosus,,0,0,-100,5,19.7567548,4.4285488
RR034H_275_watera_S273,106589,Cupriavidus,Cupriavidus,,6,23.7081058,-0.1771357,11,43.4648606,-0.1883144
RR034H_275_watera_S273,106649,Acinetobacter,Acinetobacter guillouiae,,6,23.7081058,0.1314819,6,23.7081058,1.9982572
RR034H_275_watera_S273,111015,Actinomyces,Actinomyces radicidentis,,12,47.4162116,73.0557077,0,0,-100
RR034H_275_watera_S273,112098,Saprolegnia,Saprolegnia diclina,,6,23.7081058,99,0,0,-100
RR034H_275_watera_S273,119219,Cupriavidus,Cupriavidus metallidurans,,2,7.9027019,0.3258276,0,0,-100
RR034H_275_watera_S273,120576,Brucella,Brucella pinnipedialis,,0,0,-100,5,19.7567548,99
RR034H_275_watera_S273,123899,Bordetella,Bordetella trematum,,2,7.9027019,3.6130398,0,0,-100
RR034H_275_watera_S273,125287,Ornithinimicrobium,Ornithinimicrobium,,16,63.2216155,33.0414489,0,0,-100
RR034H_275_watera_S273,128780,Stenotrophomonas,Stenotrophomonas acidaminiphila,,2,7.9027019,2.004646,0,0,-100
RR034H_275_watera_S273,131111,Schaalia,Actinomyces turicensis,,0,0,-100,6,23.7081058,2.2198813
RR034H_275_watera_S273,133925,Olsenella,Olsenella,,1,3.951351,2.1732923,0,0,-100
RR034H_275_watera_S273,134533,Acinetobacter,Acinetobacter parvus,,0,0,-100,8,31.6108077,0.49638
RR034H_275_watera_S273,134601,Mycolicibacterium,Mycolicibacterium goodii,,7,27.6594568,4.4728168,0,0,-100
RR034H_275_watera_S273,138949,Enterovirus,Enterovirus B,,16,63.2216155,99,10,39.5135097,99
RR034H_275_watera_S273,146475,Acetobacter,Acetobacter cibinongensis,,0,0,-100,1,3.951351,99
RR034H_275_watera_S273,146827,Corynebacterium,Corynebacterium simulans,,6,23.7081058,1.7371695,0,0,-100
RR034H_275_watera_S273,146937,Azospira,Azospira,,2,7.9027019,-0.0720155,3,11.8540529,0.3694069
RR034H_275_watera_S273,146939,Azospira,Azospira oryzae,,2,7.9027019,-0.0716956,3,11.8540529,1.0893676
RR034H_275_watera_S273,147802,Lactobacillus,Lactobacillus iners,,0,0,-100,16,63.2216155,22.2569345
RR034H_275_watera_S273,149698,Massilia,Massilia,,7,27.6594568,-0.0044319,0,0,-100
RR034H_275_watera_S273,152268,Bacillus,Bacillus litoralis,,9,35.5621587,100,0,0,-100
RR034H_275_watera_S273,152480,Burkholderia,Burkholderia ambifaria,,8,31.6108077,9.1223022,0,0,-100
RR034H_275_watera_S273,152507,"",uncultured actinobacterium,,5,19.7567548,2.3273193,0,0,-100
RR034H_275_watera_S273,152682,Sphingomonas,Sphingomonas melonis,,2,7.9027019,-0.1716332,0,0,-100
RR034H_275_watera_S273,152794,Corynebacterium,Corynebacterium efficiens,,0,0,-100,4,15.8054039,0.1929373
RR034H_275_watera_S273,153721,Sporocytophaga,Sporocytophaga myxococcoides,,0,0,-100,1,3.951351,3.3286125
RR034H_275_watera_S273,155892,Caulobacter,Caulobacter vibrioides,,3,11.8540529,-0.1448176,4,15.8054039,-0.2426167
RR034H_275_watera_S273,155900,"",uncultured organism,,0,0,-100,1,3.951351,39.3704298
RR034H_275_watera_S273,160791,Sphingomonas,Sphingomonas wittichii,,2,7.9027019,2.1788148,0,0,-100
RR034H_275_watera_S273,161934,Beta,Beta vulgaris,,0,0,-100,26,102.7351251,3.5859947
RR034H_275_watera_S273,164546,Cupriavidus,Cupriavidus taiwanensis,,2,7.9027019,0.5873013,5,19.7567548,7.7617906
RR034H_275_watera_S273,165695,Sphingobium,Sphingobium,,15,59.2702645,1.0213311,0,0,-100
RR034H_275_watera_S273,165696,Novosphingobium,Novosphingobium,,3,11.8540529,0.4023301,2,7.9027019,-0.1844243
RR034H_275_watera_S273,165697,Sphingopyxis,Sphingopyxis,,8,31.6108077,0.55654,0,0,-100
RR034H_275_watera_S273,169292,Corynebacterium,Corynebacterium aurimucosum,,0,0,-100,3,11.8540529,2.8260806
RR034H_275_watera_S273,170720,Arachis,Arachis diogoi,,0,0,-100,2,7.9027019,100
RR034H_275_watera_S273,175245,"",uncultured fungus,,1,3.951351,0.2910511,0,0,-100
RR034H_275_watera_S273,179636,Alicycliphilus,Alicycliphilus denitrificans,,8,31.6108077,0.2349436,6,23.7081058,1.5036204
RR034H_275_watera_S273,180282,Delftia,Delftia tsuruhatensis,,323,1276.2863623,23.7103513,166,655.9242605,46.4385305
RR034H_275_watera_S273,189834,Actinobacillus,Actinobacillus porcitonsillarum,,1,3.951351,100,0,0,-100
RR034H_275_watera_S273,190721,Ralstonia,Ralstonia insidiosa,,31,122.49188,-0.224267,11,43.4648606,0.52395
RR034H_275_watera_S273,191494,Conexibacter,Conexibacter,,10,39.5135097,6.3018976,0,0,-100
RR034H_275_watera_S273,191495,Conexibacter,Conexibacter woesei,,10,39.5135097,6.3230144,0,0,-100
RR034H_275_watera_S273,196162,Nocardioides,Nocardioides sp. JS614,,20,79.0270193,6.2065406,0,0,-100
RR034H_275_watera_S273,198413,Oecobius,Oecobius,,7,27.6594568,100,0,0,-100
RR034H_275_watera_S273,198431,"",uncultured prokaryote,,1,3.951351,-0.0897267,0,0,-100
RR034H_275_watera_S273,201089,Desulfobacterium,uncultured Desulfobacterium sp.,,0,0,-100,2,7.9027019,0.1907421
RR034H_275_watera_S273,201096,Alicycliphilus,Alicycliphilus,,10,39.5135097,0.3828483,10,39.5135097,1.4971696
RR034H_275_watera_S273,206664,Desulfonauticus,Desulfonauticus,,0,0,-100,2,7.9027019,84.6798142
RR034H_275_watera_S273,207244,Anaerostipes,Anaerostipes,,0,0,-100,5,19.7567548,3.7319783
RR034H_275_watera_S273,212743,Rhizobacter,Rhizobacter,,0,0,-100,5,19.7567548,0.2373581
RR034H_275_watera_S273,215249,Acaromyces,Acaromyces,,2,7.9027019,100,14,55.3189135,100
RR034H_275_watera_S273,215250,Acaromyces,Acaromyces ingoldii,,2,7.9027019,100,14,55.3189135,100
RR034H_275_watera_S273,216816,Bifidobacterium,Bifidobacterium longum,,0,0,-100,2,7.9027019,1.8601191
RR034H_275_watera_S273,219181,Ottowia,Ottowia,,5,19.7567548,5.6278323,0,0,-100
RR034H_275_watera_S273,223967,Methylorubrum,Methylorubrum populi,,6,23.7081058,-0.1985382,0,0,-100
RR034H_275_watera_S273,225991,Comamonas,Comamonas aquatica,,0,0,-100,2,7.9027019,1.2412415
RR034H_275_watera_S273,232523,Hylemonella,Hylemonella,,0,0,-100,2,7.9027019,2.652368
RR034H_275_watera_S273,232721,Acidovorax,Acidovorax sp. JS42,,1,3.951351,0.214034,2,7.9027019,15.1008329
RR034H_275_watera_S273,238749,Diaphorobacter,Diaphorobacter,,8,31.6108077,2.6389031,11,43.4648606,9.406848
RR034H_275_watera_S273,244366,Klebsiella,Klebsiella variicola,,2,7.9027019,13.6566086,0,0,-100
RR034H_275_watera_S273,253839,Streptomyces,Streptomyces sp. C,,0,0,-100,8,31.6108077,4.7558653
RR034H_275_watera_S273,255045,Bradyrhizobium,Bradyrhizobium canariense,,8,31.6108077,0.0155833,0,0,-100
RR034H_275_watera_S273,259957,Chroococcidiopsis,uncultured Chroococcidiopsis sp.,,59,233.129707,0.6676375,0,0,-100
RR034H_275_watera_S273,260936,Rhodococcus,Rhodococcus sp. RD6.2,,0,0,-100,9,35.5621587,0.5214306
RR034H_275_watera_S273,265976,Serinicoccus,Serinicoccus,,28,110.6378271,6.5260229,0,0,-100
RR034H_275_watera_S273,270351,Methylobacterium,Methylobacterium aquaticum,,4,15.8054039,0.2954764,6,23.7081058,3.2636213
RR034H_275_watera_S273,281915,Curvibacter,Curvibacter,,1,3.951351,0.1101634,5,19.7567548,-0.1445098
RR034H_275_watera_S273,283168,Odoribacter,Odoribacter,,1,3.951351,13.3224982,0,0,-100
RR034H_275_watera_S273,285562,Streptomyces,Streptomyces coelicoflavus,,0,0,-100,9,35.5621587,3.2589936
RR034H_275_watera_S273,292486,Avibacterium,Avibacterium,,0,0,-100,2,7.9027019,6.5444823
RR034H_275_watera_S273,296591,Polaromonas,Polaromonas sp. JS666,,1,3.951351,-0.0735601,0,0,-100
RR034H_275_watera_S273,296745,Caldalkalibacillus,Caldalkalibacillus thermarum,,0,0,-100,3,11.8540529,4.4775411
RR034H_275_watera_S273,312278,Emticicia,Emticicia,,0,0,-100,2,7.9027019,7.9289783
RR034H_275_watera_S273,313985,Geobacter,Geobacter lovleyi,,6,23.7081058,99,0,0,-100
RR034H_275_watera_S273,316612,Methylibium,Methylibium,,3,11.8540529,-0.217385,1,3.951351,-0.2257322
RR034H_275_watera_S273,318147,Paucibacter,Paucibacter,,3,11.8540529,-0.2399189,2,7.9027019,-0.1160311
RR034H_275_watera_S273,334852,Methylobacterium,Methylobacterium oryzae,,3,11.8540529,1.4438999,0,0,-100
RR034H_275_watera_S273,335058,Pelomonas,Pelomonas,,0,0,-100,81,320.0594283,-0.2229628
RR034H_275_watera_S273,351614,Xenorhabdus,Xenorhabdus stockiae,,0,0,-100,6,23.7081058,100
RR034H_275_watera_S273,352450,Simplicispira,Simplicispira,,2,7.9027019,99,1,3.951351,2.8118492
RR034H_275_watera_S273,358220,Acidovorax,Acidovorax sp. KKS102,,2,7.9027019,0.0468319,0,0,-100
RR034H_275_watera_S273,360424,"",uncultured marine bacterium Ant4E12,,6,23.7081058,99,0,0,-100
RR034H_275_watera_S273,361177,Altererythrobacter,Altererythrobacter,,12,47.4162116,0.7379724,0,0,-100
RR034H_275_watera_S273,363952,Comamonas,Comamonas thiooxydans,,0,0,-100,7,27.6594568,6.4833009
RR034H_275_watera_S273,364316,Verminephrobacter,Verminephrobacter,,5,19.7567548,1.4728724,7,27.6594568,5.0594057
RR034H_275_watera_S273,364317,Verminephrobacter,Verminephrobacter eiseniae,,5,19.7567548,1.4913399,7,27.6594568,7.0397118
RR034H_275_watera_S273,367298,Phycicoccus,Phycicoccus,,5,19.7567548,5.6445808,0,0,-100
RR034H_275_watera_S273,379065,Caldalkalibacillus,Caldalkalibacillus,,0,0,-100,3,11.8540529,4.4636349
RR034H_275_watera_S273,396024,Aspergillus,Aspergillus ruber,,0,0,-100,6,23.7081058,12.5117189
RR034H_275_watera_S273,401472,Corynebacterium,Corynebacterium ureicelerivorans,,8,31.6108077,1.3212121,0,0,-100
RR034H_275_watera_S273,408558,Comamonas,Comamonas composti,,0,0,-100,7,27.6594568,22.8964541
RR034H_275_watera_S273,408672,"",Nocardioidaceae bacterium Broad-1,,0,0,-100,5,19.7567548,13.3349685
RR034H_275_watera_S273,413496,Cronobacter,Cronobacter,,7,27.6594568,12.1898725,0,0,-100
RR034H_275_watera_S273,417616,Actinobacillus,uncultured Actinobacillus sp.,,14,55.3189135,99,0,0,-100
RR034H_275_watera_S273,418223,Methylobacterium,Methylobacterium phyllosphaerae,,12,47.4162116,4.3864318,0,0,-100
RR034H_275_watera_S273,423349,Mucilaginibacter,Mucilaginibacter,,2,7.9027019,1.2383957,2,7.9027019,-0.0120503
RR034H_275_watera_S273,431059,Pelomonas,Pelomonas puraquae,,0,0,-100,35,138.2972838,-0.1686901
RR034H_275_watera_S273,431060,Roseateles,Roseateles terrae,,0,0,-100,5,19.7567548,2.0988502
RR034H_275_watera_S273,431061,Roseateles,Roseateles aquatilis,,0,0,-100,3,11.8540529,-0.0809618
RR034H_275_watera_S273,443156,Phycicoccus,Phycicoccus dokdonensis,,5,19.7567548,6.3146508,0,0,-100
RR034H_275_watera_S273,450734,Nocardioides,Nocardioides dokdonensis,,6,23.7081058,0.7872951,0,0,-100
RR034H_275_watera_S273,464029,Rhizobium,Rhizobium oryzae,,0,0,-100,78,308.2053754,55.0894265
RR034H_275_watera_S273,467094,Ilumatobacter,Ilumatobacter coccineus,,20,79.0270193,12.641889,0,0,-100
RR034H_275_watera_S273,467997,Weissella,Weissella ghanensis,,6,23.7081058,100,0,0,-100
RR034H_275_watera_S273,469553,Delftia,Delftia sp. JD2,,0,0,-100,45,177.8107935,99
RR034H_275_watera_S273,470934,Pantoea,Pantoea vagans,,5,19.7567548,39.4683183,0,0,-100
RR034H_275_watera_S273,483908,Paenibacillus,Paenibacillus sp. P22,,0,0,-100,6,23.7081058,1.1798171
RR034H_275_watera_S273,488447,Burkholderia,Burkholderia contaminans,,47,185.7134954,6.2587375,30,118.540529,14.5012436
RR034H_275_watera_S273,492670,Bacillus,Bacillus velezensis,,2,7.9027019,85.3406683,2,7.9027019,17.6847966
RR034H_275_watera_S273,504481,Sediminibacterium,Sediminibacterium,,0,0,-100,4,15.8054039,0.1116898
RR034H_275_watera_S273,515393,Pseudomonas,Pseudomonas yamanorum,,14,55.3189135,2.4012158,0,0,-100
RR034H_275_watera_S273,542527,"",uncultured bacterium HF0770_27F21,,5,19.7567548,100,0,0,-100
RR034H_275_watera_S273,553814,Acidovorax,Acidovorax carolinensis,,30,118.540529,16.5536795,2,7.9027019,99
RR034H_275_watera_S273,554131,Thiomonas,Thiomonas sp. CB2,,0,0,-100,5,19.7567548,0.0085162
RR034H_275_watera_S273,554819,Achromobacter,Achromobacter sp. AO22,,5,19.7567548,100,3,11.8540529,99
RR034H_275_watera_S273,558537,Delftia,Delftia lacustris,,0,0,-100,67,264.7405148,99
RR034H_275_watera_S273,563922,Streptomyces,Streptomyces sp. ICBB 8177,,0,0,-100,34,134.3459329,100
RR034H_275_watera_S273,572511,Blautia,Blautia,,0,0,-100,2,7.9027019,0.3028077
RR034H_275_watera_S273,573508,Aspergillus,Aspergillus cristatus,,0,0,-100,10,39.5135097,0.2754754
RR034H_275_watera_S273,574650,Micrococcus,Micrococcus terreus,,0,0,-100,17,67.1729664,13.5357958
RR034H_275_watera_S273,587753,Pseudomonas,Pseudomonas chlororaphis,,1,3.951351,0.6992055,0,0,-100
RR034H_275_watera_S273,588932,Brevundimonas,Brevundimonas naejangsanensis,,6,23.7081058,7.3011352,0,0,-100
RR034H_275_watera_S273,591157,Streptomyces,Streptomyces sp. SPB78,,0,0,-100,10,39.5135097,19.3053533
RR034H_275_watera_S273,592050,Acidovorax,Acidovorax soli,,0,0,-100,1,3.951351,1.8156087
RR034H_275_watera_S273,593457,Oecobius,Oecobius sp. TAB-2009,,7,27.6594568,100,0,0,-100
RR034H_275_watera_S273,645465,Streptomyces,Streptomyces sp. e14,,0,0,-100,2,7.9027019,0.9274772
RR034H_275_watera_S273,652715,Paenibacillus,Paenibacillus sp. oral taxon 786,,0,0,-100,2,7.9027019,9.3655983
RR034H_275_watera_S273,658196,Glomus,Glomus cerebriforme,,0,0,-100,13,51.3675626,100
RR034H_275_watera_S273,667019,Curvibacter,Curvibacter putative symbiont of Hydra magnipapillata,,0,0,-100,5,19.7567548,-0.0479937
RR034H_275_watera_S273,670516,Mycobacteroides,Mycobacteroides,,1,3.951351,100,18,71.1243174,100
RR034H_275_watera_S273,673548,Comamonas,Comamonas terrae,,0,0,-100,1,3.951351,-0.1094645
RR034H_275_watera_S273,682522,Ilumatobacter,Ilumatobacter,,20,79.0270193,12.1646826,0,0,-100
RR034H_275_watera_S273,702113,Novosphingobium,Novosphingobium sp. PP1Y,,3,11.8540529,5.2447376,2,7.9027019,0.0338207
RR034H_275_watera_S273,710804,"",uncultured alpha proteobacterium HF0070_14E07,,0,0,-100,6,23.7081058,-0.0025706
RR034H_275_watera_S273,710994,"",uncultured Spirochaetales bacterium HF0500_06B09,,0,0,-100,3,11.8540529,35.7147027
RR034H_275_watera_S273,721785,Acidovorax,Acidovorax ebreus,,10,39.5135097,5.833695,5,19.7567548,99
RR034H_275_watera_S273,723604,"",uncultured actinobacterium HF0500_35G12,,0,0,-100,5,19.7567548,4.6334193
RR034H_275_watera_S273,742013,Delftia,Delftia sp. Cs1-4,,527,2082.3619596,35.5630502,50,197.5675483,12.5289794
RR034H_275_watera_S273,857417,Janibacter,Janibacter indicus,,2,7.9027019,0.8359653,0,0,-100
RR034H_275_watera_S273,861299,Gemmatirosa,Gemmatirosa kalamazoonesis,,2,7.9027019,2.997894,0,0,-100
RR034H_275_watera_S273,945844,Massilia,Massilia oculi,,6,23.7081058,100,0,0,-100
RR034H_275_watera_S273,946333,Rhizobacter,Rhizobacter gummiphilus,,0,0,-100,2,7.9027019,0.7345814
RR034H_275_watera_S273,948102,Mycobacteroides,Mycobacteroides franklinii,,0,0,-100,1,3.951351,-0.2198563
RR034H_275_watera_S273,948311,Fusarium,Fusarium proliferatum,,0,0,-100,15,59.2702645,99
RR034H_275_watera_S273,1017280,Pseudoflavonifractor,Pseudoflavonifractor,,0,0,-100,5,19.7567548,4.0998943
RR034H_275_watera_S273,1055192,Comamonas,Comamonas sp. B-9,,0,0,-100,3,11.8540529,4.8057176
RR034H_275_watera_S273,1129544,Rhizophagus,Rhizophagus,,1,3.951351,13.0403523,1,3.951351,20.0850208
RR034H_275_watera_S273,1176649,Agrobacterium,Agrobacterium fabrum,,5,19.7567548,22.6722553,0,0,-100
RR034H_275_watera_S273,1183409,Agrobacterium,Agrobacterium genomosp. 2,,0,0,-100,3,11.8540529,6.1944032
RR034H_275_watera_S273,1218247,Ralstonia,Ralstonia sp. NT80,,0,0,-100,3,11.8540529,0.4333809
RR034H_275_watera_S273,1221564,Agrobacterium,Agrobacterium sp. SL26,,19,75.0756684,99,0,0,-100
RR034H_275_watera_S273,1230476,Bradyrhizobium,Bradyrhizobium sp. DFCI-1,,0,0,-100,1,3.951351,-0.2988561
RR034H_275_watera_S273,1262706,Azospirillum,Azospirillum sp. CAG:260,,0,0,-100,7,27.6594568,1.1922042
RR034H_275_watera_S273,1274631,Bradyrhizobium,Bradyrhizobium icense,,1,3.951351,-0.2781616,0,0,-100
RR034H_275_watera_S273,1296669,Aquabacterium,Aquabacterium olei,,0,0,-100,2,7.9027019,100
RR034H_275_watera_S273,1331682,Brachybacterium,Brachybacterium ginsengisoli,,8,31.6108077,99,0,0,-100
RR034H_275_watera_S273,1339242,Delftia,Delftia sp. ZNC0008,,0,0,-100,41,162.0053896,71.2684572
